raw_field,alternative_name,source_page,section_id,section_name,question_id,subquestion_id,question_text,field_role,response_type,data_type,units,canonical_name,table_name,row_index,row_label,column_name,codebook_id,notes
p0185a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,4,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0184,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,3,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0184a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,3,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0183,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,2,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0183a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,2,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0187b,Description of Egg Products,9,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,1,onto,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0188b,Description of Egg Products,9,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,2,onto,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0189b,Description of Egg Products,9,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,3,onto,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0189,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,3,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0189a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,3,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0190,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,4,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0190a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,4,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0190b,Description of Egg Products,10,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,4,onto,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0187,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,1,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0187a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,1,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0188,Source Name and Location,9,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,2,onto,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0188a,Date,9,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,2,onto,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0191,Eggs Moved,10,C,Trace-in and Trace-out,C6,,Eggs Moved,scalar_response,coded,character,,eggs_moved_off_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0192,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,1,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0192a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,1,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0192b,Description of Eggs,10,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,1,off,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0193,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,2,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0193a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,2,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0193b,Description of Eggs,10,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,2,off,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0194,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,3,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0194a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,3,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0194b,Description of Eggs,10,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,3,off,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0195,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,4,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0195a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,4,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0195b,Description of Eggs,10,C,Trace-in and Trace-out,C6,,Description of Eggs,table_cell,table,character,,egg_movements_description,egg_movements,4,off,description,egg_description_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0196,Egg Products Moved,10,C,Trace-in and Trace-out,C6,,Egg Products Moved,scalar_response,coded,character,,egg_products_moved_off_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0197,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,1,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0197a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,1,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0197b,Description of Egg Products,10,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,1,off,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0198,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,2,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0198a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,2,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0198b,Description of Egg Products,10,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,2,off,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0199b,Description of Egg Products,10,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,3,off,description,egg_product_status_1_2,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0199,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,3,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0199a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,3,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0200a,Date,10,C,Trace-in and Trace-out,C6,,Date,table_cell,table,date,date,egg_movements_date,egg_movements,4,off,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0200b,Description of Egg Products,10,C,Trace-in and Trace-out,C6,,Description of Egg Products,table_cell,table,character,,egg_movements_description,egg_movements,4,off,description,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0300,Domestic Birds Outdoors,10,C,Trace-in and Trace-out,D1,,Domestic Birds Outdoors,scalar_response,coded,character,,domestic_birds_outdoor_access,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0301,Water Bodies,11,D,Wild Bird and Environmental Information,D1,,Water Bodies,scalar_response,coded,character,,waterbody_within_350_yards,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0302,Unfrozen Water,11,D,Wild Bird and Environmental Information,D1,,Unfrozen Water,scalar_response,coded,character,,waterbody_open_water,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0303,Ducks,11,D,Wild Bird and Environmental Information,D1,,Ducks,scalar_response,coded,character,,wildlife_abundance_ducks,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0304,Geese,11,D,Wild Bird and Environmental Information,D1,,Geese,scalar_response,coded,character,,wildlife_abundance_geese,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0305,Shorebirds,11,D,Wild Bird and Environmental Information,D1,,Shorebirds,scalar_response,coded,character,,wildlife_abundance_shorebirds,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0306,Other,11,D,Wild Bird and Environmental Information,D1,,Other,scalar_response,coded,character,,wildlife_abundance_other,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0310,Ducks,11,D,Wild Bird and Environmental Information,D1,,Ducks,scalar_response,coded,character,,wildlife_frequency_p0310,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0200,Source Name and Location,10,C,Trace-in and Trace-out,C6,,Source Name and Location,table_cell,table,character,,egg_movements_source_destination,egg_movements,4,off,source_destination,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0306oth,Other,11,D,Wild Bird and Environmental Information,D1,,Other,other_specify,text,character,,other_waterfowl_type,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0311,Geese,11,D,Wild Bird and Environmental Information,D1,,Geese,scalar_response,coded,character,,wildlife_frequency_p0311,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0312,Shorebirds,11,D,Wild Bird and Environmental Information,D1,,Shorebirds,scalar_response,coded,character,,wildlife_frequency_p0312,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0313,Other,11,D,Wild Bird and Environmental Information,D1,,Other,scalar_response,coded,character,,wildlife_frequency_p0313,,,,,abundance_1_5,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0309,Field Worked,11,D,Wild Bird and Environmental Information,D1,,Field Worked,scalar_response,coded,character,,closest_field_worked_reference_period,,,,,yes_no_dk_1_3_4,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0308,Field Tilled,11,D,Wild Bird and Environmental Information,D1,,Field Tilled,scalar_response,coded,character,,closest_field_tilled_last_fall,,,,,yes_no_dk_1_3_4,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0307,Yards,11,D,Wild Bird and Environmental Information,D1,,Yards,scalar_response,text,numeric,yards,closest_field_distance_yards,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0314,Supplemental Feed,11,D,Wild Bird and Environmental Information,D1,,Supplemental Feed,scalar_response,coded,character,,supplemental_feed,,,,,yes_no_na_dk_1_3_na_4,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0315,Waterfowl,11,D,Wild Bird and Environmental Information,D1,,Waterfowl,scalar_response,coded,character,,wildlife_frequency_p0315,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0316,Gulls,11,D,Wild Bird and Environmental Information,D1,,Gulls,scalar_response,coded,character,,wildlife_frequency_p0316,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0317,Other Water Birds,12,D,Wild Bird and Environmental Information,D1,,Other Water Birds,scalar_response,coded,character,,wildlife_frequency_p0317,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0318,Small Perching Birds,12,D,Wild Bird and Environmental Information,D1,,Small Perching Birds,scalar_response,coded,character,,wildlife_frequency_p0318,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0319,Blackbirds Crows,12,D,Wild Bird and Environmental Information,D1,,Blackbirds Crows,scalar_response,coded,character,,wildlife_frequency_p0319,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0320,Turkeys etc,12,D,Wild Bird and Environmental Information,D1,,Turkeys etc,scalar_response,coded,character,,wildlife_frequency_p0320,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0321,Raptors,12,D,Wild Bird and Environmental Information,D1,,Raptors,scalar_response,coded,character,,wildlife_frequency_p0321,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0322,Pigeons Doves,12,D,Wild Bird and Environmental Information,D1,,Pigeons Doves,scalar_response,coded,character,,wildlife_frequency_p0322,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0323,Other,12,D,Wild Bird and Environmental Information,D1,,Other,scalar_response,coded,character,,wildlife_frequency_p0323,,,,,frequency_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0313oth,Other,11,D,Wild Bird and Environmental Information,D1,,Other,other_specify,text,character,,other_wild_bird_type,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0326,Wild Birds,12,D,Wild Bird and Environmental Information,D1,,Wild Birds,scalar_response,coded,character,,wild_birds_observed,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0327,Wild Mammals,12,D,Wild Bird and Environmental Information,D1,,Wild Mammals,scalar_response,coded,character,,wild_mammals_present,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0328,Additional Info,12,D,Wild Bird and Environmental Information,D1,,Additional Info,scalar_response,coded,character,,additional_information_available,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0325,Wildlife Plan,12,D,Wild Bird and Environmental Information,D1,,Wildlife Plan,scalar_response,coded,character,,wildlife_management_plan,,,,,yes_no_dk_1_3_4,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0324,Wild Mammals,12,D,Wild Bird and Environmental Information,D1,,Wild Mammals,scalar_response,coded,character,,wild_mammals_observed,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0109c,Use Ctrl or Shift to select multiple,4,C,Trace-in and Trace-out,C1,,Use Ctrl or Shift to select multiple,table_cell,table,character,,manure_destinations_livestock_or_poultry_housed,manure_destinations,1,,livestock_or_poultry_housed,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0110c,Use Ctrl or Shift to select multiple,4,C,Trace-in and Trace-out,C2,,Use Ctrl or Shift to select multiple,table_cell,table,character,,manure_destinations_livestock_or_poultry_housed,manure_destinations,2,,livestock_or_poultry_housed,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0111c,Use Ctrl or Shift to select multiple,4,C,Trace-in and Trace-out,C2,,Use Ctrl or Shift to select multiple,table_cell,table,character,,manure_destinations_livestock_or_poultry_housed,manure_destinations,3,,livestock_or_poultry_housed,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0133d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,1,federal_or_state_animal_health,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0134d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,2,veterinarian,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0135d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,3,feed_delivery,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0136d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,4,egg_truck,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0137d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,5,litter_removal,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0138d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,6,rendering_pickup,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0139d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,7,pest_control,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0140d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,8,catching_crew,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0141d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,9,live_haul,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0142d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,10,maintenance,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0143d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,11,utility,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0144d,Use Ctrl or Shift to select multiple,6,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,12,vaccination_crew,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0145d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,13,dead_bird_pickup,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0146d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,14,service_provider,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0147d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,15,other_livestock_contact,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0148d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,16,community_contact,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0149d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,17,processor,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0150d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,visitors_other_livestock_premises_type,visitors,18,other,other_livestock_premises_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0151d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,1,atv_four_wheeler,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0165d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,15,other,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0164d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,14,transport_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0163d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,13,feed_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0162d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,12,live_haul_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0161d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,11,catching_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0160d,Use Ctrl or Shift to select multiple,8,C,Trace-in and Trace-out,C5,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,10,vaccination_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0159d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,9,cleaning_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0158d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,8,manure_litter_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0157d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,7,dead_bird_containers,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0156d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,6,pallets,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0155d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,5,egg_equipment,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0154d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,4,loaders,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0153d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,3,gates_panels,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0152d,Use Ctrl or Shift to select multiple,7,C,Trace-in and Trace-out,C4,,Use Ctrl or Shift to select multiple,table_cell,table,character,,shared_equipment_other_premises_livestock_type,shared_equipment,2,tractor,other_premises_livestock_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
If Yes describe p0328oth,"If Yes, describe: p0328oth",12,D,Wild Bird and Environmental Information,D1,,"If Yes, describe: p0328oth",other_specify,text,character,,if_yes_describe_p0328oth,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
CLEAR FORM,Select to clear all entries in the form,1,A,Premises Information,A1,,Select to clear all entries in the form,scalar_response,coded,character,,clear_form,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0323oth,Other,12,D,Wild Bird and Environmental Information,D1,,Other,other_specify,text,character,,other_wildlife_type,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
